fecha,MEXTRAC,IPC,AC,ALPEKA,ALSEA,AMXB,ASURB,BBAJIOO,BIMBOA,BOLSAA,CEMEXCPO,CHDRAUIB,CUERVO,FEMSAUBD,GAPB,GCARSOA1,GCC,GENTERA,GFINBURO,GFNORTEO,GMEXICOB,GRUMAB,KIMBERA,KOFUBL,LABB,LACOMERUBC,LIVEPOLC1,MEGACPO,OMAB,ORBIA,PINFRA,Q,RA,SIGMAFA,TLEVISACPO,VESTA,VOLARA,WALMEX
2021-09-10,,51521.8,121.72,,,,,,50.28,,,,,171.63,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-17,44.1,51307.71,123.42,22.4,40.77,18.2,370.16,34.7,56.0,41.27,14.55,32.04,44.75,174.15,214.8252,75.02,150.76,11.37,18.1,126.01,84.6935,238.6,37.27,114.08,20.9,34.4801,89.88,65.92,119.5,52.46,143.44,98.84,114.89,10.1682,47.5132,36.69,43.23,72.77
2021-09-24,43.66,51105.71,123.35,22.94,42.0,18.04,380.54,37.46,56.41,39.58,14.79,34.11,44.3,177.85,226.0775,72.01,148.11,11.35,18.84,128.8,81.5994,232.58,33.66,115.69,19.86,35.7753,90.5,65.87,120.42,50.24,145.4,94.53,116.33,10.3504,44.854,35.69,44.78,71.65
2021-10-01,43.49,51060.05,124.28,24.0,41.98,18.06,384.98,39.5,56.91,39.38,14.71,36.25,44.99,176.04,233.9682,70.04,153.45,12.05,19.5,133.28,80.0872,235.01,33.63,113.91,19.26,33.6068,84.19,61.03,120.67,52.79,141.15,95.21,118.0,10.6857,43.496,35.83,45.65,70.11
2021-10-08,43.35,51136.62,124.73,25.43,41.96,17.96,399.51,39.48,58.62,39.0,13.61,36.21,44.15,171.93,246.739,73.51,149.45,12.9,20.42,135.21,84.2159,222.16,32.68,112.74,19.11,33.862,84.69,59.19,128.79,53.23,141.0,94.14,116.2,10.7513,45.2909,35.15,44.36,70.7
2021-10-15,44.32,52798.38,126.46,25.47,45.56,18.49,402.31,41.73,57.94,40.19,14.68,38.09,43.99,171.6,253.5271,74.9,154.75,12.97,20.71,139.83,93.4782,223.9,33.14,115.23,19.58,33.9503,86.81,62.69,128.68,56.0,150.97,97.43,119.99,11.1741,46.459,36.2,40.62,70.9
2021-10-22,43.76,51889.66,124.45,23.88,46.85,17.47,403.17,39.91,56.49,40.84,13.65,38.1,43.12,168.78,248.0908,71.4,152.84,12.64,20.78,138.76,93.906,235.2,33.0,109.24,19.31,32.3214,92.8,64.0,125.91,52.33,152.88,98.7,117.12,11.1741,43.5055,37.84,38.69,73.51
2021-10-29,44.27,51309.84,125.31,22.71,43.5,18.33,415.89,38.58,61.2,39.4,13.28,40.58,47.0,169.57,249.2797,69.49,151.9,12.4,20.62,130.14,89.7574,241.02,32.54,110.67,19.79,36.2365,91.44,60.76,124.51,53.8,151.65,94.96,107.44,10.8388,39.5643,35.84,37.33,71.73
2021-11-05,44.72,51977.96,125.09,22.65,43.65,18.77,423.64,38.46,63.47,38.6,13.0,40.4,48.43,165.79,267.4963,69.82,148.93,12.25,21.47,132.92,87.698,243.23,32.24,111.44,19.17,38.1008,89.3,59.4,125.6,53.32,153.42,94.02,106.0,11.8082,40.6469,37.14,36.73,76.2
2021-11-12,44.32,51432.54,126.96,22.03,43.7,18.8,423.37,37.6,60.14,37.78,13.6,41.4,47.05,164.81,261.8492,68.3,153.45,11.77,21.15,128.72,86.6534,247.37,31.66,109.62,19.0,39.4059,88.99,58.4,133.44,51.43,155.0,96.62,109.85,11.8301,39.5168,36.79,36.25,73.72
2021-11-19,43.45,50811.3,129.37,20.7,42.16,18.26,412.44,38.28,58.1,35.0,12.91,40.39,48.75,155.01,253.1915,67.75,143.17,12.02,20.94,137.67,87.4393,249.29,31.35,106.44,18.42,37.1687,85.49,57.0,133.11,51.37,150.78,95.69,114.01,11.6406,39.6592,36.56,35.04,72.38
2021-11-26,43.05,49492.52,131.0,19.99,38.06,18.59,391.01,36.98,54.15,33.72,12.67,39.75,46.67,154.4,238.436,59.12,148.0,11.6,20.15,124.35,83.7881,258.09,32.01,100.02,17.98,36.9037,82.76,57.2,126.1,50.45,146.7,94.41,103.75,11.6624,38.7,35.74,32.47,71.6
2021-12-03,44.13,50597.29,130.24,21.8,39.03,19.4,415.74,36.6,56.69,36.4,12.9,37.38,49.7,151.43,243.1915,61.03,152.25,11.5,21.06,133.0,90.6925,254.34,32.25,107.44,18.73,35.638,86.34,63.01,127.0,51.0,156.69,95.22,99.01,11.1813,39.0229,37.04,32.89,69.94
2021-12-10,44.3,51213.48,131.01,22.44,36.56,20.12,414.49,37.81,59.2,37.72,12.66,39.01,50.37,148.86,251.8588,59.9,152.29,12.2,21.67,132.17,91.5282,262.31,30.56,107.92,19.21,35.0983,87.74,63.8,133.27,53.11,153.56,97.54,94.7,11.4073,38.852,37.6,33.9,73.61
2021-12-17,44.77,52379.37,132.76,22.37,37.42,21.06,409.6,35.65,61.34,39.8,13.63,40.33,51.71,159.05,267.4771,61.21,157.0,12.55,22.8,129.69,87.9964,262.59,29.25,109.15,20.65,34.6764,88.3,66.63,134.41,50.92,147.4,100.68,97.7,10.5108,36.8101,39.43,35.86,78.59
2021-12-24,45.47,52853.38,130.97,22.45,38.24,21.53,410.11,36.65,62.78,39.46,13.93,41.78,51.86,158.64,267.3908,61.31,162.48,13.14,24.11,129.84,88.1059,260.59,31.22,113.5,21.88,35.9127,87.07,67.01,135.85,51.42,147.0,104.55,101.84,11.0429,37.6554,39.92,36.0,77.34
2021-12-31,45.6,53272.44,130.02,22.25,38.06,21.68,422.13,36.55,63.09,38.71,13.99,42.44,51.5,159.49,271.1205,65.41,157.25,13.2,24.57,133.17,88.8023,261.69,31.11,112.51,21.52,36.2071,88.4,69.99,137.6,52.26,159.76,103.66,106.19,10.9554,36.4777,41.04,36.66,76.22
2022-01-07,45.1,53202.11,128.2,21.58,43.12,20.88,430.95,39.01,64.65,37.67,13.38,41.47,50.72,162.11,277.1895,60.78,147.75,13.75,24.69,148.0,90.026,256.0,31.85,109.39,20.8,32.8807,88.8,66.07,140.0,49.0,157.91,105.78,106.47,10.5836,38.6905,38.65,37.72,73.08
2022-01-14,45.28,53744.92,126.68,21.97,42.76,20.79,436.42,38.49,66.5,37.1,13.94,42.28,53.25,168.16,275.1856,64.18,155.49,13.79,25.54,146.34,92.8713,260.34,30.45,113.54,20.27,32.8709,91.35,65.66,147.69,48.63,155.89,107.6,110.23,10.8023,40.495,38.28,39.78,71.39
2022-01-21,44.18,51599.38,123.79,24.39,40.0,19.76,403.27,37.61,62.93,35.43,12.1,42.22,49.42,167.99,268.014,60.89,149.75,13.99,26.83,134.28,89.5186,254.84,29.57,108.82,19.66,32.3411,95.16,66.39,131.93,49.2,150.3,108.38,110.35,10.8169,38.0922,37.89,36.2,70.39
2022-01-28,43.36,50661.86,121.82,24.01,41.84,19.05,410.4,44.0,61.48,34.68,12.66,41.72,47.21,156.68,260.3151,56.45,145.15,14.23,28.52,131.26,86.534,260.92,29.67,109.19,19.92,32.7041,94.64,66.65,136.27,47.6,147.42,108.12,115.43,10.6711,38.1587,38.06,35.42,70.33
2022-02-04,43.65,51255.31,121.54,28.05,46.03,18.93,425.81,48.32,62.0,37.47,12.33,43.24,51.1,153.8,276.1348,55.8,139.44,14.63,30.49,130.11,87.887,263.2,29.63,108.96,20.61,34.9315,94.49,66.03,139.54,48.52,150.78,113.65,123.27,10.4306,41.0743,38.51,36.29,71.23
2022-02-11,45.05,53229.26,120.51,27.89,46.22,19.11,450.26,49.4,64.63,37.79,11.58,43.0,50.25,158.99,289.1549,57.29,134.02,15.43,31.63,139.01,100.5119,271.99,30.75,110.23,20.39,35.1277,97.83,61.58,150.08,52.1,155.67,113.05,135.32,11.4802,42.4323,38.39,38.5,74.6
2022-02-18,45.11,52281.53,132.07,26.44,46.06,18.53,447.95,48.83,64.84,39.61,11.4,47.68,51.93,156.65,299.989,59.19,130.52,16.2,31.08,130.65,97.975,276.88,30.2,108.69,19.15,35.3436,101.87,60.25,151.62,52.93,155.87,112.98,126.99,11.2105,40.6659,37.25,42.25,72.41
2022-02-25,44.01,52555.6,135.45,26.17,46.35,18.45,435.64,48.5,64.3,39.88,10.54,46.29,50.51,162.83,279.8932,62.78,133.31,16.02,32.35,132.61,101.2481,283.09,28.44,112.73,19.09,35.3142,98.79,59.81,147.54,51.84,154.38,111.6,122.81,10.8971,40.7704,36.86,41.78,75.39
2022-03-04,45.89,53322.05,129.93,27.18,46.83,19.34,425.58,50.93,57.51,39.99,10.1,45.44,48.02,160.59,267.3813,66.53,134.18,15.78,35.57,133.82,116.0916,248.02,29.49,110.22,19.05,36.8547,100.6,62.61,145.24,53.08,160.5,111.99,122.28,11.1157,39.9631,37.69,33.71,75.97
2022-03-11,45.92,53300.7,128.07,26.8,48.88,19.88,398.35,48.3,56.6,39.31,10.13,47.38,46.39,164.8,252.7792,63.6,139.68,15.85,34.38,139.72,113.0374,251.16,26.88,107.67,19.05,36.0206,101.0,60.45,137.89,52.29,159.41,111.91,128.3,11.7863,39.2983,38.39,31.13,76.3
2022-03-18,45.85,55467.06,132.0,26.53,50.2,20.39,428.53,51.39,58.12,37.34,10.85,47.7,46.29,166.23,276.2595,75.5,139.93,16.29,40.7,161.0,115.1763,266.25,26.19,106.89,20.0,35.1572,100.56,59.81,148.0,51.11,158.86,105.65,131.52,11.0064,42.024,36.76,33.36,77.63
2022-03-25,45.69,55436.05,128.0,26.55,47.97,21.0,432.17,54.36,58.34,39.9,10.71,48.34,47.3,161.99,290.5067,74.62,142.96,17.0,41.85,149.92,114.5197,254.88,26.13,108.32,20.25,36.7271,99.16,59.25,147.07,52.56,157.5,108.63,139.54,10.8023,43.8284,36.75,31.15,78.81
2022-04-01,47.15,56609.54,135.68,27.08,49.73,21.65,449.9,54.68,62.84,41.96,10.57,50.62,48.14,164.95,310.7751,75.0,141.26,16.89,42.13,148.6,117.0367,252.29,28.4,110.83,21.87,37.7966,100.0,62.15,150.74,53.37,158.89,118.11,139.99,10.97,44.1608,38.39,36.9,80.34
2022-04-08,45.85,54687.25,129.23,28.47,47.65,21.98,407.35,53.23,59.22,42.65,9.18,51.0,47.9,157.91,290.43,71.1,135.34,16.75,40.5,139.4,110.8486,257.49,28.21,110.99,22.27,37.6593,105.99,58.92,144.49,52.56,158.16,115.3,125.22,10.6347,41.5206,37.69,35.13,79.38
2022-04-15,45.15,54172.62,123.11,27.44,46.4,22.08,415.41,52.35,57.8,40.09,9.45,52.21,47.66,156.24,291.9449,71.93,134.51,16.36,40.39,136.5,106.5508,254.53,28.33,109.89,22.66,36.5799,106.58,59.83,147.85,50.54,158.65,113.0,126.06,10.795,41.5016,36.34,35.16,78.02
2022-04-22,44.95,53191.78,129.89,27.73,44.91,21.49,414.61,52.24,56.05,40.3,9.0,52.28,47.57,155.04,281.7436,70.31,128.8,15.71,37.2,147.31,98.5819,241.04,29.14,114.0,22.29,36.7664,105.16,60.69,144.19,47.8,154.05,113.75,126.44,10.5909,38.6336,38.19,35.29,75.7
2022-04-29,43.97,51417.97,129.67,27.5,44.62,19.9,445.0,50.2,62.83,40.85,9.01,51.42,50.86,152.63,301.4175,66.51,136.03,15.92,34.67,134.5,95.0998,243.04,28.4,111.37,21.58,37.2275,103.38,58.0,142.22,49.06,149.49,110.0,123.17,10.0151,35.9839,37.74,32.64,72.33
2022-05-06,42.8,49541.81,127.48,27.5,43.0,18.88,419.41,48.1,61.43,38.25,8.48,51.0,49.89,137.7,278.7906,63.5,137.9,15.66,33.68,135.97,97.0199,243.5,27.04,109.05,19.7,35.9127,101.23,60.34,141.04,50.09,143.84,103.8,123.88,9.8183,31.8622,36.98,29.99,69.83
2022-05-13,42.55,49579.9,131.5,25.93,41.8,19.38,422.75,50.97,57.76,37.47,8.31,53.43,45.5,148.97,268.8578,64.98,139.9,14.6,34.5,130.16,89.7574,245.84,28.39,111.66,19.3,36.7467,99.9,56.86,142.26,48.26,149.62,105.25,124.95,9.9058,32.5555,37.4,27.22,74.5
2022-05-20,44.3,51518.3,131.54,25.97,43.5,21.2,428.54,50.06,57.69,39.73,8.83,54.15,45.44,147.6,280.3917,71.26,141.38,14.09,36.72,126.76,102.5216,249.62,28.99,112.67,20.42,38.7582,100.48,57.71,139.0,51.7,156.9,102.69,123.98,10.6565,34.5119,38.63,28.85,73.7
2022-05-27,44.41,52463.55,134.16,26.3,42.8,22.19,446.51,50.0,61.59,38.29,9.02,56.29,46.36,148.0,277.3237,80.0,141.98,15.27,38.98,131.01,101.0889,237.6,29.19,116.4,19.8,38.3363,98.52,57.93,144.09,52.26,137.3,103.25,121.99,10.4233,37.0666,39.05,30.27,73.4
2022-06-03,43.97,50689.05,131.68,25.89,43.13,20.38,427.21,46.93,61.97,37.11,8.56,54.29,44.83,147.86,275.176,77.45,133.21,15.7,37.63,123.5,99.338,240.23,28.55,112.43,19.44,36.3935,102.81,53.02,143.47,51.89,143.27,99.28,113.4,10.314,35.9174,38.25,29.3,71.26
2022-06-10,41.85,48471.52,128.22,26.67,42.08,19.46,413.01,44.0,61.6,37.2,7.8,54.03,43.56,141.43,270.9862,75.53,125.0,16.11,35.2,117.52,92.5728,234.58,28.72,112.09,20.55,35.8538,100.33,52.7,137.69,50.3,137.63,97.26,110.4,10.0297,33.1823,38.0,25.75,67.81
2022-06-17,41.1,48016.23,130.4,26.3,38.28,19.79,416.0,39.5,62.64,36.75,7.0,53.96,45.1,139.75,268.6372,73.0,121.24,15.8,31.67,117.53,95.0998,222.8,25.5,112.98,19.92,34.4212,92.02,52.25,135.49,48.5,143.72,94.94,103.41,9.8037,32.8784,35.67,21.59,68.92
2022-06-24,40.77,47741.5,132.35,26.41,40.26,20.44,422.64,40.99,63.94,36.49,7.85,54.73,43.23,135.74,278.8769,74.56,130.9,15.87,31.58,115.26,84.6636,215.49,27.79,115.23,20.83,36.5309,93.15,50.59,138.49,46.96,146.66,91.82,100.75,9.9058,32.9164,37.98,22.86,66.69
2022-07-01,40.42,47743.15,135.0,27.83,37.61,20.86,398.36,40.46,65.8,34.86,7.82,55.46,42.91,139.05,268.3017,74.81,124.25,16.05,31.49,112.99,81.9078,226.45,26.75,114.46,20.33,37.2177,88.17,48.93,129.5,47.1,147.38,92.15,97.0,10.5035,31.7293,37.31,20.6,70.25
2022-07-08,40.45,47582.11,136.49,28.0,37.11,20.26,396.64,43.12,70.36,35.51,8.04,56.17,44.28,123.99,281.2642,76.94,123.0,17.18,33.33,114.02,84.0866,226.76,26.4,112.68,20.51,36.6094,89.67,48.52,128.21,48.5,146.71,91.7,99.21,10.8752,31.15,39.69,19.49,68.69
2022-07-15,40.04,47075.87,137.6,27.14,37.67,19.21,384.08,43.45,72.29,34.65,8.05,60.29,46.0,124.9,275.4445,77.79,120.5,16.3,34.1,112.88,77.789,241.01,28.27,113.16,19.47,36.1973,90.06,47.12,124.73,43.79,139.5,86.59,101.17,10.8096,31.0075,39.81,19.01,72.92
2022-07-22,40.11,47264.86,138.0,26.87,37.65,19.2,380.94,45.2,74.16,35.42,8.2,58.07,45.41,121.65,273.364,76.8,118.97,16.71,34.93,114.01,78.1969,249.34,29.51,112.25,19.67,35.9127,89.69,48.07,122.85,44.28,144.19,84.15,103.89,10.4597,30.9315,40.45,18.55,73.47
2022-07-29,40.83,48144.33,140.93,27.01,39.77,19.37,383.25,47.83,72.15,38.24,8.19,61.94,46.21,126.52,264.5721,79.5,126.63,16.46,37.67,116.18,80.3757,253.36,30.1,123.12,19.03,35.5202,91.57,47.02,124.13,45.14,147.5,85.86,111.62,10.2119,30.3712,39.94,19.9,74.11
2022-08-05,39.59,46723.43,140.0,26.9,40.79,18.48,405.71,45.76,70.18,36.22,8.88,58.74,45.12,122.92,273.8913,79.3,124.88,16.53,36.37,110.2,75.6103,238.51,28.0,121.9,17.62,33.4008,90.62,45.34,140.18,43.34,145.13,88.53,103.92,10.1827,28.3959,39.15,20.3,69.64
2022-08-12,41.2,48853.37,139.89,28.46,39.0,19.28,428.31,47.05,76.16,37.8,9.21,59.61,44.23,131.05,287.6113,79.48,127.69,16.5,37.92,123.2,83.5692,235.9,27.75,123.99,16.9,36.1089,91.64,45.95,136.94,42.72,147.99,91.94,109.72,10.2921,28.2154,38.95,21.51,71.8
2022-08-19,41.8,48463.26,144.0,28.22,37.35,19.31,441.01,46.1,73.55,38.37,8.68,60.55,44.05,132.13,287.9564,78.01,121.1,16.85,36.11,127.65,78.7143,232.88,30.15,125.95,17.06,34.6175,94.31,44.69,135.56,41.59,151.12,90.42,106.8,10.2556,27.0188,38.95,20.78,71.36
2022-08-26,41.08,47272.11,139.11,28.14,37.31,17.99,446.12,44.27,73.4,37.97,8.03,57.9,42.87,128.86,291.4176,75.99,118.79,15.73,35.03,122.56,79.5898,234.2,29.18,124.35,16.66,33.7638,94.04,42.55,138.32,41.0,146.69,89.75,112.56,9.9932,25.8412,38.3,18.73,68.31
2022-09-02,39.24,45888.63,137.63,27.5,37.38,17.52,427.9,43.6,72.22,36.4,7.83,57.58,41.2,130.0,276.2882,67.67,113.08,16.15,32.62,122.92,75.9585,222.04,28.34,122.21,16.29,34.2643,92.12,42.96,131.83,38.51,142.8,88.25,109.77,9.5122,24.0937,37.49,17.37,69.57
2022-09-09,41.0,47042.94,140.76,27.81,37.55,17.26,438.08,45.39,73.15,36.3,7.87,58.68,40.91,131.78,279.0015,69.94,119.5,16.15,33.18,125.01,83.8379,222.3,28.3,125.04,15.58,33.8521,97.41,43.95,137.49,38.87,139.72,84.09,112.32,9.6434,24.2362,38.14,18.31,74.02
2022-09-16,41.83,46769.78,139.76,27.8,38.34,17.06,433.97,48.29,73.43,34.6,7.25,57.88,39.95,132.12,276.4896,75.9,117.0,17.34,32.89,134.25,76.6947,216.5,27.49,124.4,15.7,34.6666,97.44,45.14,143.99,37.86,138.65,85.2,113.44,9.6215,23.5524,38.52,18.07,73.2
2022-09-23,39.37,45395.94,139.2,26.73,36.41,17.65,405.03,49.13,72.67,34.19,6.96,57.61,37.9,124.23,257.9662,72.3,114.76,16.48,33.12,131.23,68.2582,209.49,26.55,116.86,15.13,34.8628,90.64,43.22,134.56,36.41,139.81,83.36,112.15,9.5559,21.7955,37.7,15.8,73.32
2022-09-30,39.05,44626.8,145.01,26.22,36.15,16.59,396.0,50.99,70.77,33.8,6.96,59.66,35.53,126.32,244.4859,74.17,119.37,17.32,31.97,129.01,67.6712,191.78,26.76,117.36,13.9,35.0198,88.03,40.57,126.69,33.9,137.01,83.17,113.52,9.3299,20.6369,37.58,14.2,70.73
2022-10-07,39.79,45728.87,144.27,27.0,36.17,16.4,416.67,55.35,72.89,34.42,7.12,62.96,36.75,127.6,266.8731,75.03,123.33,17.49,34.82,141.0,68.3875,202.5,26.13,120.57,13.55,36.001,92.03,41.56,134.0,33.05,132.33,79.87,119.11,8.9582,20.162,37.67,15.79,72.0
2022-10-14,39.75,45443.35,144.41,26.68,35.82,16.23,425.07,54.8,70.06,34.43,6.5,64.38,37.9,125.75,278.9919,73.19,120.5,18.18,35.05,147.61,64.6667,202.69,26.01,118.26,13.16,35.8931,89.95,41.2,138.58,32.88,132.8,82.52,121.34,8.7104,19.3833,37.55,14.44,71.6
2022-10-21,40.84,47120.08,144.86,28.15,36.7,17.06,440.13,54.38,71.8,35.84,6.99,69.8,37.26,132.05,270.5931,76.49,119.99,19.08,36.75,156.4,64.2787,215.01,28.2,120.98,14.06,36.3052,94.0,41.48,144.41,34.58,140.91,79.42,125.81,9.2279,20.0006,39.99,16.78,74.75
2022-10-28,42.85,49086.3,157.6,27.68,37.11,18.37,445.01,55.39,76.43,35.06,7.45,78.55,41.76,140.03,287.036,78.85,121.35,20.26,36.36,157.22,70.2181,227.21,30.79,123.49,15.28,35.9029,98.86,41.55,157.16,32.88,146.79,76.54,138.75,9.4684,19.6492,43.15,16.35,75.34
2022-11-04,44.77,51173.75,165.69,29.02,38.15,19.54,448.33,57.8,81.07,35.64,7.93,79.74,42.48,144.43,300.1903,85.0,128.79,20.4,38.04,166.76,77.1921,231.66,31.43,123.43,14.5,36.9626,101.07,43.36,159.51,35.48,155.94,84.99,148.15,10.1026,19.2503,43.48,16.83,76.78
2022-11-11,45.84,51959.2,169.49,27.76,39.03,19.67,472.03,58.81,83.49,36.64,8.93,83.05,43.33,150.4,322.0886,86.0,140.54,20.32,36.99,151.0,81.7486,227.0,33.3,130.16,15.75,36.472,104.26,46.96,163.22,39.06,168.34,85.86,141.5,10.1973,21.4631,43.51,19.34,72.69
2022-11-18,45.34,51569.72,165.87,28.1,40.01,19.46,471.09,60.76,87.5,37.53,8.74,83.83,44.66,154.75,304.6773,86.88,136.66,19.98,37.65,153.02,74.6751,233.37,32.96,133.84,15.73,35.6968,111.46,47.57,169.61,38.33,171.44,83.37,144.23,10.3285,20.0575,42.3,19.44,71.25
2022-11-25,45.48,51668.64,162.0,28.05,40.69,19.78,474.28,60.0,86.49,37.7,8.75,84.5,43.57,154.34,298.6659,82.3,134.55,19.76,36.5,156.01,70.3374,234.0,32.94,130.03,15.85,36.6879,112.08,48.84,169.85,37.66,167.61,82.96,142.99,10.0953,20.8933,42.51,19.43,74.32
2022-12-02,45.41,51234.37,162.64,27.52,39.7,18.25,478.96,61.33,83.09,38.19,8.5,83.75,44.83,151.11,291.36,85.97,137.23,20.74,35.15,149.85,78.9132,246.76,33.06,133.56,16.67,35.0394,112.21,50.24,168.49,38.25,175.98,86.51,144.5,9.8547,19.3263,44.81,19.19,74.99
2022-12-09,45.3,50466.25,162.48,27.2,39.13,18.01,487.0,61.12,85.79,39.29,8.3,83.02,44.11,154.15,294.4377,84.43,134.95,20.93,35.12,143.26,77.8089,250.7,32.98,129.79,17.26,37.3257,119.56,49.88,162.06,36.61,173.1,86.98,139.46,9.6652,18.5475,45.13,19.4,70.6
2022-12-16,43.72,49630.15,161.8,27.14,38.71,17.82,468.4,60.47,85.28,37.51,8.03,84.34,43.0,150.49,281.8587,84.53,130.37,21.54,34.16,145.3,72.2178,249.63,32.72,133.12,17.54,37.0411,117.05,54.23,150.5,37.37,170.08,83.9,140.11,9.6871,18.0537,46.16,17.72,70.6
2022-12-23,44.98,50578.09,163.25,27.96,36.95,18.24,488.41,63.59,86.09,37.9,8.24,84.6,42.93,154.59,287.8989,87.66,131.9,22.32,35.18,148.63,73.4415,260.83,33.98,135.5,16.94,36.7958,112.88,52.74,158.89,36.5,172.83,87.28,142.84,9.3882,17.5408,46.77,16.63,71.98
2022-12-30,45.04,48463.86,158.04,28.5,36.78,17.6,454.01,61.38,82.3,37.73,7.92,83.02,42.55,152.35,267.8798,82.02,129.79,21.98,33.0,140.24,68.3477,260.32,33.07,131.89,16.87,37.149,115.3,51.87,149.82,34.55,158.55,86.22,141.0,9.0602,16.8096,46.18,16.23,68.88
2023-01-06,45.96,51730.5,164.2,28.11,39.5,18.52,492.06,64.85,88.12,38.26,8.8,85.12,42.53,153.47,297.6016,89.98,143.79,22.84,35.48,150.76,77.2817,265.5,35.36,131.34,17.64,36.3935,117.12,56.56,164.0,38.39,168.52,88.2,147.38,9.8256,18.3196,47.97,17.88,72.45
2023-01-13,47.65,53576.72,160.0,29.34,42.68,19.16,510.01,66.47,91.23,38.69,9.4,84.62,44.83,159.5,310.1615,91.4,157.99,22.84,35.83,157.44,85.758,267.51,35.11,132.26,17.41,37.2864,118.27,58.2,168.45,38.84,178.94,91.01,150.3,10.037,20.1905,48.48,19.82,73.3
2023-01-20,47.35,53947.04,162.33,29.27,42.3,19.8,537.72,69.5,92.0,38.65,9.44,88.4,44.48,159.01,325.6072,92.72,148.45,21.3,37.96,154.74,82.1565,273.51,36.34,134.27,17.46,39.2489,118.96,58.8,173.7,39.58,183.15,92.86,156.06,10.19,20.8078,49.6,20.79,73.91
2023-01-27,48.1,54774.91,162.01,30.59,45.03,19.79,527.01,75.29,94.31,40.63,10.08,92.41,46.21,162.11,321.4558,97.0,147.64,23.12,40.88,155.9,82.5445,276.98,35.5,138.92,17.63,39.7885,116.99,58.41,173.86,38.46,181.23,99.47,162.38,9.9714,21.2921,51.65,20.72,75.4
2023-02-03,47.55,54049.05,164.89,30.33,44.67,18.92,516.2,72.23,93.63,41.07,10.31,90.51,47.7,158.23,328.6753,96.95,154.0,22.66,41.65,153.43,81.1816,268.82,37.09,138.93,19.0,40.3478,118.7,58.83,174.99,38.27,184.88,107.01,164.41,9.9349,22.3178,53.33,21.53,72.84
2023-02-10,46.55,52482.02,152.11,27.9,43.85,18.45,501.93,68.11,89.07,39.4,9.69,92.68,44.92,154.02,334.9936,93.32,147.78,19.39,39.72,155.04,80.7538,245.65,35.87,130.9,17.93,39.0036,114.94,58.12,171.67,37.61,179.82,107.03,160.39,9.5194,20.162,52.33,20.84,71.13
2023-02-17,47.64,53789.64,154.62,23.6,43.89,18.97,515.81,69.32,87.39,38.86,9.42,92.56,44.79,173.75,340.8421,89.9,155.0,20.92,39.06,162.6,82.7037,253.45,36.65,131.24,17.4,38.7779,114.73,55.38,180.8,37.2,177.13,114.99,161.56,9.104,20.4184,52.6,20.82,70.71
2023-02-24,47.29,52686.24,155.5,22.31,43.2,18.84,518.36,68.18,88.23,36.02,8.92,95.81,42.16,170.01,331.7913,86.34,142.2,19.92,37.93,156.63,79.6296,263.71,37.06,134.18,15.47,38.6601,112.22,49.87,175.55,38.24,173.96,110.16,154.13,8.8489,17.9017,52.84,21.17,70.9
2023-03-03,48.2,54182.27,157.27,23.39,40.96,18.94,540.5,72.3,88.47,36.04,10.17,93.85,45.02,169.07,332.4337,90.87,149.1,19.56,41.15,159.97,88.5237,276.42,37.91,133.25,15.07,39.975,115.43,47.85,180.72,40.1,183.72,117.23,157.87,9.0092,18.481,54.5,21.58,72.39
2023-03-10,47.25,52794.53,157.36,22.37,40.45,19.46,544.95,68.55,83.53,35.92,9.28,92.78,45.3,164.32,323.8431,88.14,140.89,18.6,39.43,151.72,80.7438,260.91,36.32,140.76,14.69,39.7395,115.0,49.45,185.01,37.29,178.66,114.65,151.2,8.5937,16.99,53.36,20.91,73.25
2023-03-17,46.86,51925.61,160.98,22.32,39.73,18.62,536.64,60.09,88.48,39.01,9.2,105.21,45.7,165.43,320.1135,84.76,137.1,17.55,35.2,145.07,79.5102,257.71,37.77,141.8,14.29,38.9152,114.02,46.0,194.29,36.01,187.0,112.39,132.94,8.3751,16.4107,53.29,19.58,71.2
2023-03-24,47.53,52771.12,161.5,20.46,40.0,19.18,545.34,64.45,87.49,38.24,9.26,103.52,46.35,165.56,323.5363,86.2,139.73,17.72,37.08,149.0,82.5744,251.61,37.7,145.16,13.89,39.9161,113.21,44.84,195.89,37.05,187.59,113.71,139.56,8.0033,16.5627,53.86,20.61,73.0
2023-03-31,48.37,53904.0,163.38,20.03,43.11,19.0,551.2,65.55,90.58,38.53,9.92,103.0,46.89,171.55,337.0358,89.62,143.0,19.71,38.72,151.72,84.8029,266.95,37.99,144.83,14.51,41.2407,112.92,46.1,201.24,39.19,179.76,115.05,137.65,8.3459,18.1297,56.7,22.31,72.0
2023-04-07,48.64,53498.39,164.97,19.83,42.74,19.25,556.23,63.96,90.53,37.84,9.61,102.62,47.19,171.51,335.7031,88.48,139.39,19.08,38.65,150.08,83.5792,266.68,37.49,149.6,14.08,40.2301,110.18,45.23,198.0,38.3,186.99,112.1,132.6,8.2876,17.9207,53.18,20.37,70.43
2023-04-14,48.84,54460.06,164.73,19.8,43.83,19.39,549.94,65.49,90.11,38.35,10.81,107.61,44.84,168.29,334.0444,95.82,143.0,19.48,38.82,147.57,90.8119,258.0,39.49,150.95,14.38,39.2489,111.13,46.37,203.09,41.19,186.34,110.29,132.76,8.3824,18.4431,53.05,21.74,70.64
