fecha,MEXTRAC,IPC,AC,ALPEKA,ALSEA,AMXB,ASURB,BBAJIOO,BIMBOA,BOLSAA,CEMEXCPO,CHDRAUIB,CUERVO,FEMSAUBD,GAPB,GCARSOA1,GCC,GENTERA,GFINBURO,GFNORTEO,GMEXICOB,GRUMAB,KIMBERA,KOFUBL,LABB,LACOMERUBC,LIVEPOLC1,MEGACPO,OMAB,ORBIA,PINFRA,Q,RA,SIGMAFA,TLEVISACPO,VESTA,VOLARA,WALMEX
2025-09-12,59.11,61798.94,186.96,8.13,57.16,18.72,638.57,48.04,65.15,38.2,17.27,150.4,21.26,170.4,469.53,127.02,176.99,45.26,52.3,182.0,134.3575,337.67,37.85,158.16,20.44,42.6659,93.51,59.13,257.11,15.85,251.56,171.5,152.51,14.79,10.45,51.55,11.3,55.24
2025-09-19,58.5,61200.27,190.29,8.92,56.42,18.45,619.95,47.39,64.77,38.88,16.63,149.06,20.8,177.02,461.12,136.28,174.75,48.44,50.8,181.22,132.8254,330.39,36.5,155.35,20.5,40.0191,93.21,59.97,247.34,16.2,245.08,162.03,154.13,14.33,9.89,49.69,12.43,57.36
2025-09-26,59.39,62307.07,189.35,9.43,61.62,19.11,623.28,45.57,65.14,38.13,16.52,146.49,19.95,181.13,456.01,133.5,174.61,46.44,50.94,180.57,147.261,341.56,37.04,154.55,18.84,41.5458,92.23,59.01,239.06,16.57,244.26,170.9,156.19,14.85,9.84,51.26,12.45,55.94
2025-10-03,59.12,61984.43,190.77,10.09,58.39,19.27,580.37,44.46,64.47,36.92,16.68,142.43,19.3,175.93,421.62,128.32,167.37,45.25,48.58,180.01,159.6272,333.6,37.98,149.28,18.97,40.8419,90.41,55.1,232.42,17.49,238.05,169.0,158.0,14.27,9.38,49.8,12.74,55.5
2025-10-10,57.9,60568.93,178.4,9.75,54.13,19.6,580.0,44.82,60.97,36.08,16.97,139.0,19.15,173.94,419.55,123.18,163.66,43.05,47.76,174.23,144.5052,316.72,36.85,152.55,17.72,40.0588,89.19,50.51,243.38,15.84,230.53,174.23,142.04,14.28,8.77,47.72,12.26,56.33
2025-10-17,58.83,61743.92,179.36,10.06,54.21,20.6,559.53,44.57,62.15,34.36,17.7,132.81,21.6,176.78,407.37,123.75,161.0,44.92,48.1,172.76,147.8081,316.59,35.93,157.69,17.27,40.5842,87.25,53.28,240.2,18.13,232.59,162.35,130.46,14.51,8.82,48.68,12.85,61.8
2025-10-24,59.07,61145.49,177.51,9.47,51.7,20.84,563.38,44.26,61.65,34.32,17.27,129.65,23.67,175.95,399.39,122.0,165.35,47.6,44.62,171.15,149.0915,315.77,34.89,160.76,17.69,38.6412,85.53,52.75,237.09,16.67,228.45,166.69,133.61,14.21,8.9,53.09,12.57,61.0
2025-10-31,59.66,62769.18,179.78,9.4,51.41,21.14,562.14,47.41,64.16,35.42,18.84,134.94,22.82,175.03,385.86,131.97,178.32,44.07,45.01,174.41,159.4879,314.65,36.01,159.55,18.14,39.8903,90.52,53.17,228.96,16.82,240.01,168.56,137.64,14.07,9.7,56.4,12.38,61.5
2025-11-07,60.78,63376.13,185.12,9.2,50.29,21.39,569.12,47.27,65.43,34.66,18.84,135.79,23.58,176.8,397.13,135.11,180.13,44.66,44.11,178.49,158.9308,321.59,36.09,166.64,17.8,40.5445,90.2,54.4,241.45,17.05,251.3,180.47,139.39,14.44,10.43,56.9,12.36,62.63
2025-11-14,59.8,62328.63,184.33,9.3,49.51,21.2,549.5,46.15,60.02,34.32,18.49,136.26,22.04,171.97,406.0,126.58,175.12,43.58,42.65,175.3,153.5485,312.44,37.3,161.07,17.59,40.0489,96.31,53.85,241.55,18.36,246.84,174.76,141.38,14.27,10.61,56.01,11.99,62.06
2025-11-21,59.73,61877.27,182.5,9.12,48.22,21.12,552.13,45.13,57.14,34.56,18.53,132.77,21.35,175.15,415.81,125.4,175.7,42.74,43.67,173.08,148.5344,311.1,36.23,163.14,17.77,40.3264,98.81,50.91,236.48,17.43,245.01,174.52,138.2,14.36,10.32,56.53,11.64,61.69
2025-11-28,61.25,63596.78,186.79,9.09,49.94,20.94,552.85,47.74,57.93,37.51,19.4,131.47,22.0,176.99,450.3,125.93,180.7,42.71,43.2,174.5,159.08,324.07,38.73,158.79,18.74,40.4454,100.7,51.67,245.08,16.96,251.76,182.72,136.14,14.42,10.0,57.0,13.24,61.78
2025-12-05,60.62,63378.3,187.29,9.0,50.04,19.58,547.87,48.6,60.08,35.42,19.66,128.29,20.7,183.43,414.0,124.76,192.64,44.93,44.16,174.76,165.8352,316.47,38.02,164.38,18.49,40.4851,100.75,51.08,231.41,16.83,253.7,175.37,138.19,15.54,9.84,56.61,13.74,59.12
2025-12-12,62.82,64712.07,194.39,10.41,50.97,19.26,579.69,50.09,59.69,37.29,20.14,128.7,20.58,185.34,467.59,121.44,190.5,45.3,43.86,175.0,171.2871,313.9,38.72,169.12,18.8,40.3463,100.66,52.0,245.5,17.18,264.57,177.33,142.87,15.76,10.92,56.14,14.08,59.17
2025-12-19,61.6,63966.98,195.0,9.34,53.18,18.37,585.31,46.28,59.7,39.72,21.02,125.08,21.39,181.61,484.5,115.05,185.0,45.73,43.15,169.4,164.2136,310.24,38.1,172.96,18.15,38.2943,103.87,51.52,242.36,15.89,267.18,179.92,144.0,15.64,10.41,55.45,17.1,56.74
2025-12-26,62.79,65636.36,197.95,9.14,56.22,18.66,590.0,46.85,60.22,38.51,21.36,127.25,21.01,184.74,488.04,119.0,184.03,47.09,44.17,171.24,172.4213,314.0,38.45,172.6,18.07,39.236,100.95,52.09,252.3,15.97,271.55,187.99,144.99,16.19,10.57,56.48,16.53,57.19
2026-01-02,61.51,64141.36,193.57,9.58,53.69,18.56,577.85,45.76,58.83,37.46,20.69,123.74,20.89,181.14,466.51,116.96,180.31,45.29,43.39,171.04,168.7502,310.2,38.17,170.04,17.92,37.4814,100.01,52.74,242.08,15.57,264.07,187.17,142.62,15.34,10.66,54.91,16.4,56.16
2026-01-09,61.99,66062.62,195.25,8.96,54.24,18.25,579.18,46.14,62.41,35.76,22.31,123.85,23.0,183.13,479.09,121.27,185.19,46.96,44.34,169.69,181.2756,311.2,38.0,177.09,17.64,38.1456,101.06,53.77,250.33,16.41,261.03,179.8,138.98,16.76,10.65,57.17,16.95,57.4
2026-01-16,62.99,67141.11,198.99,9.09,53.2,18.1,567.5,47.12,62.23,36.51,22.03,121.09,21.39,179.5,465.04,122.36,195.08,46.96,45.31,184.38,193.0151,313.44,39.09,175.18,17.71,37.749,100.11,57.04,240.99,18.21,255.2,175.67,143.1,17.28,10.59,56.79,15.4,57.89
2026-01-23,64.2,68195.15,199.11,9.19,55.98,18.03,587.62,53.96,61.7,35.9,22.41,125.26,20.0,185.91,481.03,125.99,191.97,48.66,45.07,185.99,192.0202,314.63,39.85,185.46,17.34,37.8482,102.99,64.64,250.79,18.73,271.78,167.89,153.2,17.14,11.51,55.3,16.58,57.97
2026-01-30,64.15,67598.95,196.85,9.09,53.31,18.07,604.43,51.13,60.74,35.06,21.72,119.6,18.42,182.37,480.42,118.89,188.12,48.57,43.86,197.02,191.8412,314.95,38.71,183.28,16.63,37.1245,105.4,61.35,255.18,18.54,273.5,162.72,156.73,17.28,11.52,53.99,16.89,55.46
2026-02-06,67.4,70809.57,206.47,9.84,54.34,18.53,635.32,54.52,67.5,36.7,21.08,119.79,19.14,190.95,496.91,120.74,199.79,52.54,45.92,208.36,206.615,338.4,41.18,191.5,16.81,37.8581,101.31,62.95,268.47,20.81,299.44,169.8,158.0,18.38,10.95,55.44,18.15,58.5
2026-02-13,68.0,71478.81,210.5,9.14,56.97,20.45,639.87,55.25,67.61,36.88,21.54,120.98,18.75,196.66,485.67,129.2,198.99,53.49,46.67,204.18,203.4414,346.47,42.21,194.06,17.94,38.2844,104.29,64.54,275.5,20.86,294.8,171.79,161.89,18.19,11.45,58.49,17.42,58.32
2026-02-20,68.17,71436.55,210.73,8.69,61.17,20.58,650.68,55.54,64.01,36.76,22.09,114.18,18.86,194.39,512.62,131.31,204.57,53.87,45.23,199.67,203.9488,313.74,42.59,194.42,17.57,38.5322,105.68,67.2,286.92,20.96,286.67,172.26,160.79,18.26,11.74,61.08,17.41,57.95
2026-02-27,68.18,71405.77,207.9,8.23,60.83,22.45,620.33,57.43,62.6,37.92,21.62,110.28,17.49,193.63,449.96,134.93,200.63,49.99,43.86,195.83,217.1408,310.52,43.19,191.51,18.28,38.6214,107.68,66.79,263.16,20.32,283.71,168.0,160.95,19.3,10.23,63.26,14.91,55.9
2026-03-06,65.66,67313.5,207.01,8.98,56.85,21.14,594.03,51.25,61.3,37.95,19.45,109.62,16.64,195.06,423.04,121.66,188.92,47.66,43.08,189.43,193.1942,314.4,41.54,186.9,17.68,37.2435,107.02,62.34,245.52,18.33,278.48,166.82,148.6,18.06,10.09,58.87,12.5,55.69
2026-03-13,63.4,65648.91,196.74,10.11,56.35,20.62,567.75,50.4,59.53,37.23,18.71,103.89,15.09,190.35,401.96,120.38,184.49,47.18,42.85,189.38,186.1903,305.21,41.8,174.74,17.99,38.7503,101.22,59.8,235.55,18.58,269.43,164.79,144.81,16.94,10.32,57.03,12.62,57.11
2026-03-20,61.6,64134.9,191.44,11.2,60.77,20.97,571.94,50.88,57.52,36.58,17.94,101.38,15.11,182.01,421.0,121.91,174.31,47.19,42.6,184.0,172.869,308.37,39.16,170.08,16.31,38.7602,108.0,57.43,243.99,19.11,274.22,163.26,144.31,16.92,10.18,56.74,12.45,55.87
2026-03-27,65.49,66685.76,200.13,10.98,57.81,22.51,595.37,53.86,58.57,36.71,19.48,107.73,15.85,194.87,440.19,128.23,189.0,49.32,43.39,190.0,180.1813,317.5,41.34,172.94,17.28,40.8122,106.94,62.0,258.2,21.16,282.9,165.4,150.88,17.55,10.34,59.38,12.69,58.02
2026-04-03,67.09,69702.02,209.13,10.87,57.77,22.77,610.68,56.91,59.11,37.91,20.72,106.68,16.5,201.75,441.03,136.57,191.9,50.97,45.49,200.47,194.7661,322.95,43.15,176.72,18.73,42.8345,110.66,62.56,257.16,21.68,298.58,170.62,157.14,18.1,10.5,60.89,13.01,58.99
2026-04-10,67.5,70023.39,213.71,10.32,55.47,23.58,602.48,58.32,58.0,37.11,20.63,104.93,16.53,201.79,425.29,148.66,196.52,51.26,45.14,198.74,205.2819,308.37,41.19,181.35,18.78,42.0414,107.85,59.75,251.43,21.3,292.12,167.12,151.69,17.7,10.38,61.46,13.4,57.79
2026-04-17,67.01,69825.94,204.2,10.58,52.26,22.86,588.52,57.19,57.45,37.13,20.78,100.94,15.67,203.11,437.6,143.84,199.86,46.25,44.49,195.81,209.0922,301.13,41.32,180.08,18.84,41.5953,110.21,60.1,252.23,21.7,291.53,179.11,148.36,17.46,11.29,61.96,14.05,56.23
2026-04-24,67.18,69230.56,218.46,11.34,52.53,23.18,554.04,54.59,54.7,38.81,21.55,101.51,14.9,197.34,467.99,145.32,205.07,46.92,45.02,194.01,198.9744,297.03,41.61,178.15,16.79,41.3,106.4,60.14,254.79,20.99,288.31,182.54,145.5,16.87,10.72,63.14,13.12,54.3
2026-05-01,66.02,67858.09,209.99,12.5,51.51,23.24,531.18,54.97,59.38,39.3,21.46,102.21,14.15,206.33,439.94,133.33,206.03,45.65,43.0,190.37,190.518,303.69,39.45,176.95,16.43,39.46,103.24,61.43,230.5,20.83,276.58,174.68,146.66,16.6,9.97,62.34,13.05,55.23
2026-05-08,67.1,69855.58,222.01,11.57,53.39,23.45,531.61,54.47,58.5,37.79,22.61,102.0,14.34,208.32,425.35,140.2,212.38,47.25,43.15,192.82,204.6153,303.46,39.25,182.28,17.12,39.64,105.69,59.87,231.89,23.06,294.85,169.61,142.25,16.25,9.87,61.5,13.3,56.86
2026-05-15,65.64,67976.5,216.0,11.73,52.17,23.13,513.23,54.7,59.19,37.27,21.82,95.61,13.21,210.39,413.32,138.94,210.2,43.99,41.92,184.04,201.0636,298.23,38.28,180.84,15.71,37.8,104.54,58.99,222.96,22.54,278.96,164.38,139.52,15.96,9.94,59.23,11.46,54.82
2026-05-22,66.67,68333.47,221.17,12.15,51.64,22.66,523.01,55.25,58.22,37.0,21.83,96.01,13.75,209.93,416.34,134.86,201.76,43.03,43.08,191.22,204.8939,292.47,37.6,185.71,15.59,37.66,101.51,59.22,222.78,22.09,278.16,170.78,140.5,16.62,9.77,59.38,11.89,55.53
2026-05-29,66.13,68587.74,224.99,12.51,53.19,22.08,513.92,56.17,59.69,36.63,22.77,98.0,14.25,206.62,407.34,136.38,210.02,42.86,43.2,180.63,213.1911,291.39,38.4,187.08,15.96,38.45,102.99,59.12,217.77,23.37,279.15,174.9,134.43,16.56,9.33,60.72,13.69,52.48
2026-06-05,65.09,66141.38,215.53,12.21,49.28,21.68,493.31,55.0,55.78,37.08,21.71,92.24,14.0,214.1,398.75,129.5,200.3,40.75,42.05,177.08,201.2129,288.01,36.92,185.04,14.7,36.66,100.72,59.57,211.83,21.92,266.06,170.2,131.01,15.77,9.21,59.15,12.71,51.11
2026-06-12,66.73,67954.55,210.42,11.95,48.29,23.92,494.97,55.18,58.24,37.04,22.31,90.89,14.25,222.73,407.52,138.97,202.0,36.91,42.21,187.96,208.2665,296.7,37.42,187.96,14.61,36.92,100.6,59.46,219.39,21.99,280.99,171.28,128.56,16.04,9.99,59.12,13.8,52.15
2026-06-19,66.77,67705.37,208.32,12.1,46.86,23.61,544.13,54.88,58.92,34.42,21.52,90.36,14.73,217.4,436.88,143.03,214.33,38.35,41.76,189.48,206.4359,287.07,38.37,181.26,14.97,35.92,101.52,57.85,237.31,21.2,272.46,177.19,128.87,15.88,10.05,59.4,15.1,50.96
2026-06-26,66.76,67226.01,211.78,12.53,44.37,23.2,536.74,55.86,57.09,34.92,21.51,90.51,14.61,225.2,441.57,133.83,208.11,38.24,41.01,182.9,198.9744,283.56,38.85,186.96,14.97,35.98,101.71,60.2,245.6,22.2,276.34,175.0,131.22,16.03,9.48,59.02,16.36,50.86
2026-07-03,66.41,67060.49,206.84,12.75,45.2,22.48,531.03,56.34,56.53,35.8,21.44,90.36,14.63,225.49,438.1,126.28,207.04,39.04,41.46,187.63,198.3277,281.56,38.44,186.86,15.33,35.35,101.62,61.41,243.75,23.0,282.0,179.53,135.17,16.07,9.38,60.58,16.02,50.18
2026-07-10,65.12,66496.1,197.9,12.59,44.5,22.7,497.71,56.19,56.06,36.11,21.82,90.42,14.5,223.2,412.01,126.29,203.1,40.56,41.41,186.51,197.6015,282.99,38.13,182.08,15.2,35.46,100.61,61.0,235.73,22.53,281.07,173.22,132.1,16.15,9.74,60.0,14.61,49.31
2026-07-17,65.0,66634.23,200.48,12.58,41.21,23.0,490.0,57.45,58.0,35.8,22.69,90.12,14.8,225.68,386.0,133.84,211.11,39.54,42.2,181.34,199.0241,287.32,38.67,181.1,14.73,34.06,100.77,62.95,230.06,22.95,279.54,173.01,126.83,16.6,9.57,60.59,13.45,49.52
2026-07-24,64.9,66383.26,198.62,12.49,40.66,22.8,468.21,58.21,58.26,36.92,21.18,86.91,14.79,221.92,377.44,141.63,203.32,39.8,42.54,193.04,206.2171,268.7,39.7,179.29,14.47,34.21,100.49,62.1,226.14,24.17,281.17,158.76,131.71,16.71,9.73,58.73,13.26,48.0
2026-07-31,65.61,66936.99,197.82,12.87,42.16,22.0,478.58,57.55,62.08,38.55,20.54,90.22,15.63,221.95,376.64,147.68,198.93,40.21,44.63,199.64,207.2219,258.23,40.19,187.94,14.67,34.22,103.93,58.47,231.05,24.49,274.44,158.02,142.52,17.63,9.79,59.86,13.55,50.36
2026-08-07,65.24,66938.64,197.94,12.54,41.76,20.41,475.59,57.78,61.21,37.48,19.48,91.12,15.95,209.34,382.39,145.31,198.93,40.97,43.49,199.74,224.2939,254.51,40.73,189.0,14.37,32.99,104.59,56.99,236.74,23.76,277.56,158.0,143.83,17.31,9.77,58.9,14.06,49.6
2026-08-14,62.74,64397.45,192.37,12.41,40.22,19.97,449.82,55.74,60.38,37.73,18.89,92.08,15.31,201.18,351.99,137.64,192.41,37.96,42.51,188.0,215.8574,253.05,39.13,184.36,13.68,32.29,103.13,56.38,219.62,21.77,261.03,150.28,133.01,17.15,9.91,57.93,13.5,47.41
2026-08-21,63.58,65729.18,192.8,12.46,40.26,20.13,444.99,56.54,59.87,37.48,18.83,93.02,14.68,203.95,358.37,139.38,201.52,38.52,43.9,188.47,235.7847,251.67,39.06,189.51,13.57,31.97,101.0,56.12,217.58,21.89,262.0,150.1,138.2,17.8,9.42,60.87,11.79,46.53
2026-08-28,63.6,65484.32,194.34,12.31,41.14,19.8,438.0,57.06,58.85,39.17,18.58,91.63,14.64,204.93,353.74,137.38,194.9,42.32,44.22,190.5,229.31,249.74,40.13,191.48,13.47,32.19,101.46,54.4,213.65,20.88,260.06,155.42,141.38,18.32,9.34,58.21,11.55,48.0
2026-09-04,63.12,64866.61,192.96,12.97,43.0,19.46,434.0,56.71,56.48,39.12,18.64,87.43,14.44,203.13,351.22,139.05,191.75,39.35,43.81,196.94,223.77,242.96,39.12,189.07,13.04,31.32,99.84,50.79,210.23,20.59,263.02,155.31,140.67,17.99,8.9,58.69,11.6,47.18
2026-09-11,62.2,63924.77,195.74,13.86,42.98,19.37,427.58,57.6,55.24,38.4,18.14,86.39,14.68,198.1,343.87,135.51,182.01,37.77,42.45,199.51,218.3,233.54,38.5,188.03,12.67,31.68,100.66,51.04,208.5,19.78,262.17,155.0,139.93,18.15,7.99,57.14,11.19,45.49
2026-09-18,62.48,63375.93,200.39,15.01,44.55,19.37,419.0,58.0,54.19,38.34,17.45,83.94,14.48,203.12,349.05,129.95,177.58,37.06,41.21,191.17,211.86,235.08,39.26,190.06,12.36,31.05,105.16,51.42,208.96,19.61,258.62,154.49,137.41,18.42,8.08,57.91,11.31,46.32
